BARID,REGION,DSID,NPROJ,COST,PREPASS_CO,PREPASS_CH,PREPASS_ST,PREPASS_CT,PREPASS_CU,PREPASS_FISH,PREPASS_AgrInf,POSTPASS,sCO,sCH,sST,sCT,sCU,sAgri_Current,sRoadRail_Current,sInundHab_Current,sBuilding_Current,sPublicUse_Current,sAgri_Future,sRoadRail_Future,sInundHab_Future,sBuilding_Future,sPublicUse_Future,Coho_salmon,Chinook_salmon,Steelhead,Cutthroat_Trout,Chum,Agri_Current,RoadRail_Current,InundHab_Current,Building_Current,PublicUse_Current,Agri_Future,RoadRail_Future,InundHab_Future,Building_Future,PublicUse_Future,BarrierType,Name,PrimaryTG,DominantTG,Exclude_Reason,POINT_X,POINT_Y
55Ats1,Coquille,NA,1,390000,0,0,0,0,0,0,0,1,0.064361211,0,0,0.099895406,0,0.005398849,0,0.005410689,0,0,0.008214843,0.097269591,0.007657531,0.004098361,0,0.963884197,,,2.298762337,,9.525174141,,9.720459938,,,15.66339207,0.365434706,14.44865608,1,,Tide gate,Offield Creek,1,0,,-124.3388371,43.15868445
55Bts1,Coquille,NA,1,390000,0,0,0,0,0,0,0,1,0,0,0,0,0,0.003557508,0.036821478,0.003841656,0,0,0.003306924,0.025340273,0.003673053,0,0,,,,0,,6.276500702,0.095201544,6.901647091,,,6.305373669,0.095201544,6.930520058,,,Tide gate,East Randolph Slough,1,0,,-124.338882,43.15868394
55ts2,Coos,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,Non-primary,-124.1832578,43.4782179
5609fs2,Coos,15ts2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Upstream,,0,0,Stream barrier other than culvert,-124.1174419,43.30081249
56ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,,-124.2976296,43.14852284
56ts2,Coos,NA,1,85000,0,0,0,0,0,0,0,1,0,0,0,0.017215526,0,0.006040652,0.076314819,0.006313378,0.167567568,0,0.007062933,0.077694571,0.007464923,0.180327869,0.034482759,,,,0.396158381,,10.65750504,0.197311163,11.34216785,31,,13.46702385,0.291892797,14.08523178,44,1,Tide gate,,1,0,,-124.2236685,43.35261978
5777fs2,Coos,159ts2,1,300000,1,1,1,1,0,0,0,1,0.108748319,0,0.141727947,0.098633366,0,0,0,0,0,0,0,0,0,0,0,1.628632905,,1.645391692,2.269720655,,,,,,,,,,,,Upstream,,0,0,,-124.1622105,43.37074277
57ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.259987,43.19939885
57ts2,Coos,NA,1,450000,0,0,0,0,0,0,0,1,0.30493271,0,0.409801692,0.294446819,0,0.069824378,0.320226268,0.071845575,0.172972973,0,0.074280857,0.441818827,0.076605736,0.172131148,0,4.566722954,,4.757595909,6.775719564,,123.1909485,0.827941656,129.0726624,32,,141.6326752,1.659880877,144.5439606,42,,Tide gate,,1,0,,-124.2262912,43.34038733
58ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2599497,43.20169481
58ts2,Coos,NA,1,150000,0,0,0,0,0,0,0,1,0.046435648,0,0.078613455,0.050446967,0,0.015027663,0.12574675,0.015621439,0.037837838,0,0.016740956,0.104489096,0.016821841,0.032786885,0,0.695427989,,0.912663518,1.160870078,,26.5132618,0.325116903,28.0643692,7,,31.92028809,0.392557859,31.74038506,8,,Tide gate,,1,0,,-124.2271165,43.34044054
59ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2599384,43.20280636
59ts2,Coos,NA,1,85000,0,0,0,0,0,0,0,1,0,0,0,0.022083132,0,0.003679826,0,0.003752485,0,0,0.00427792,0.001799069,0.00418828,0.004098361,0,,,,0.508170235,,6.492307186,,6.741447449,,,8.156787872,0.006758971,7.90267992,1,,Tide gate,,1,0,,-124.2237361,43.34351555
5ts2,Coos,NA,1,150000,0,0,0,0,0,0,0,1,0,0,0,0.056959755,0,0.045408749,0.020966306,0.045972697,0.021621622,0,0.04290168,0.032751241,0.045125472,0.020491803,0,,,,1.310740355,,80.11452484,0.054208163,82.59128571,4,,81.80142212,0.123044007,85.14524841,5,,Tide gate,,1,0,,-124.1652233,43.34810791
5ts5,Umpqua,NA,1,200000,0,0,0,0,0,0,0,1,0,0,0,0.001186898,0,0.010957683,0.022410913,0.015940308,0,0,0.071612383,0.783455217,0.054526377,0.06147541,0.379310345,,,,0.027312541,,19.33260918,0.05794318,28.6372261,,,136.5446472,2.943383694,102.8834,15,11,Tide gate,Old Mill,1,0,,-124.1168333,43.7379
6058fs2,Coos,52ts2,0,0,0.100000001,0,0.100000001,0,0,0,0,1,0.089036686,0.018606825,0.033049136,0.07299202,0,0,0,0,0,0,0,0,0,0,0,1.333428211,0.133937708,0.383684197,1.679669899,,,,,,,,,,,,Upstream,,0,0,Stream barrier other than culvert,-124.1062576,43.51534026
60ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2644144,43.20735978
60ts2,Coos,NA,1,150000,0,0,0,0,0,0,0,1,0.037423021,0,0.062031439,0.037055542,0,0.016926504,0.137678758,0.017353089,0.005405405,0,0.017378945,0.11960684,0.017911403,0.028688525,0,0.560453382,,0.720154475,0.85271072,,29.86338234,0.355966985,31.17532921,1,,33.13675308,0.449354112,33.79623032,7,,Tide gate,,1,0,,-124.225857,43.34132356
61Bts1,Coquille,NA,1,815000,0,0,0,0,0,0,0,1,0.681825577,0,1,1,0,0.091255085,0.112148317,0.284074444,0,0.363636364,0.141848007,0.241935002,0.330069196,0.004098361,0.137931034,10.21113318,,11.60950774,23.0116922,,161.0010834,0.289958298,510.3479919,,4,270.4642029,0.90893203,622.7929077,1,4,Tide gate,Beaver Slough,1,0,,-124.2638984,43.20806167
61ts2,Coos,121ts2,1,85000,0,0,0,0,0,0,0,1,0,0,0,0.016527401,0,0.003374988,0.025776165,0.003495598,0.048648649,0,0.003886279,0.031975608,0.004562957,0.045081967,0,,,,0.380323474,,5.954481602,0.066644005,6.279942989,9,,7.410038948,0.12013001,8.609640121,11,,Tide gate,,1,0,,-124.2256987,43.34694361
62ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2559361,43.21299053
62ts2,Coos,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,Non-primary,-124.2121922,43.35332788
63ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2555402,43.21298416
63ts2,Coos,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,Non-primary,-124.2133243,43.35300997
64ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2543484,43.21306041
64ts2,Coos,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,Non-primary,-124.2175715,43.35454106
65ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2518894,43.20958371
65ts2,Coos,NA,1,85000,0,0,0,0,0,0,0,1,0,0,0,0.00393251,0,0.003521214,0.005950703,0.003627618,0.016216216,0,0.004207322,0.04528248,0.004194557,0.020491803,0.034482759,,,,0.090493713,,6.212468147,0.015385481,6.517121315,3,,8.022177696,0.170122951,7.914522648,5,1,Tide gate,,1,0,,-124.2129674,43.32543836
66ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2496019,43.20961468
66ts2,Coos,NA,1,450000,0,0,0,0,0,0,0,1,0.061724513,0.128019123,0.079437111,0.101445451,0,0.025215927,0.009530222,0.027181227,0,0,0.032057307,0.204180092,0.030458187,0,0,0.924396571,0.921521447,0.922225756,2.334431496,,44.48838806,0.024640288,48.8318634,,,61.12425613,0.767089605,57.47019958,,,Tide gate,,1,0,,-124.2414287,43.29152458
67ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2484212,43.2096485
67ts2,Coos,NA,1,85000,0,0,0,0,0,0,0,1,0,0,0,0.021199181,0,0.000818126,0,0.000840815,0.005405405,0,0.001598851,0.030915758,0.001524756,0.004098361,0,,,,0.487829035,,1.443416595,,1.510549426,1,,3.048557997,0.116148233,2.876993656,1,,Tide gate,,1,0,,-124.2280511,43.26951909
68ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2478071,43.2095599
68ts2,Coos,NA,1,60000,0,0,0,0,0,0,0,1,0,0,0,0,0,0.014350014,0.054643417,0.014237683,0.005405405,0,0.014264372,0.050576161,0,0.012295082,0,,,,0,,25.31768799,0.141279981,25.5784111,1,,27.1981411,0.19001092,,3,,Tide gate,,1,0,,-124.1032444,43.3787493
69ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.246428,43.20965594
69ts2,Coos,NA,1,60000,0,0,0,0,0,0,0,1,0,0,0,0,0,0.004115572,0,0.004257033,0,0,0.004152699,0.057188876,0,0.004098361,0,,,,0,,7.261091232,,7.647883415,,,7.918027401,0.214854404,,1,,Tide gate,,1,0,,-124.110156,43.37596846
6ts2,Coos,NA,1,450000,0.400000006,0.400000006,0.400000006,0.400000006,0,0,0,1,0.189729951,0,0.24749875,0.2185593,0,0.052710744,0.234159647,0.053804627,0.07027027,0,0.057671917,0.250806463,0.057642376,0.102459016,0,2.841427277,,2.873338652,5.029419344,,92.99741364,0.605417311,96.66157532,13,,109.9641037,0.942261457,108.7628403,25,,Tide gate,,1,1,,-124.1567134,43.33678311
6ts5,Umpqua,NA,1,60000,0,0,0,0,0,0,0,1,0,0,0,0,0,6.46E-06,0,6.34E-06,0,0,0.001550186,0.035210974,0.000917991,0.004098361,0,,,,0,,0.011390269,,0.011390269,,,2.955768347,0.132285044,1.732115746,1,,Tide gate,,1,0,,-124.0887333,43.70185
70ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.242781,43.20975619
70ts2,Coos,71ts2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,Non-primary,-124.1151162,43.37694124
7100fs2,Coos,45ts2,1,300000,0.100000001,0,0.100000001,0.400000006,0,0,0,1,0.060278602,0,0.067203437,0.085092578,0,0,0,0,0,0,0,0,0,0,0,0.902742371,,0.780198821,1.958124214,,,,,,,,,,,,Upstream,,0,0,,-124.1593027,43.40540958
71ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2431298,43.21009071
71ts2,Coos,NA,1,85000,0,0,0,0,0,0,0,1,0,0,0,0.011650057,0,0.008464022,0.018754344,0.008324793,0,0,0.009918095,0.015661984,0,0.012295082,0,,,,0.268087524,,14.9330492,0.048489161,14.9557333,,,18.91101456,0.058840923,,3,,Tide gate,,1,0,,-124.1149911,43.37691921
72ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2429784,43.20682508
72ts2,Coos,NA,1,60000,0,0,0,0,0,0,0,1,0.012900084,0,0,0.009191115,0,0.00618575,0.00558112,0.006088754,0.005405405,0,0.006017047,0.006379711,0,0.004098361,0,0.1931938,,,0.211503112,,10.91350079,0.014429926,10.93862343,1,,11.47281456,0.023968104,,1,,Tide gate,,1,0,,-124.117356,43.37734338
73ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.24341,43.2058271
73ts2,Coos,NA,1,85000,0,0,0,0,0,0,0,1,0.013649368,0,0,0.02613843,0,0.02044094,0.02359489,0.022879575,0,0,0.019738614,0.095891359,0.014580748,0,0,0.204415202,,,0.601489497,,36.06389236,0.061004341,41.1038208,,,37.6359787,0.360256791,27.51176643,,,Tide gate,,1,0,,-124.1274975,43.37753108
74ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2435805,43.2057228
74ts2,Coos,NA,1,60000,0,0,0,0,0,0,0,1,0.017810313,0,0,0,0,0.016056732,0,0.016590026,0,0,0.014869367,0,0.016032882,0,0,0.266730207,,,0,,28.32884598,,29.80446434,,,28.35169601,,30.25173378,,,Tide gate,,1,0,,-124.131852,43.37635958
75ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.249707,43.20616552
75ts2,Coos,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,Non-primary,-124.1330627,43.37715447
76ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2498048,43.20617339
76ts2,Coos,NA,1,85000,0,0,0,0,0,0,0,1,0,0,0,0.024675843,0,0.000965004,0.003861244,0.000947691,0,0,0.001833161,0.024992865,0.001422013,0,0,,,,0.567832901,,1.702553868,0.009983207,1.702553868,,,3.495322227,0.093896359,2.683133125,,,Tide gate,,1,0,,-124.1345011,43.37677369
77ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2533948,43.20258477
77ts2,Coos,NA,1,60000,0,0,0,0,0,0,0,1,0.019275706,0,0,0.012544762,0,0.021719304,0,0.02194801,0.010810811,0,0.020129665,0,0.021144387,0.008196721,0,0.288676178,,,0.288676204,,38.31930542,,39.43023682,2,,38.38160324,,39.89640427,2,,Tide gate,,1,0,,-124.134668,43.37540419
78ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2500268,43.20255968
78ts2,Coos,NA,1,60000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.000436236,0,0,0,0,,,,0,,,,,,,0.831778705,,,,,Tide gate,,1,0,,-124.1377481,43.37587164
7958fs1,Coquille,29413fs1,0,75000,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Upstream,Sevenmile Creek,0,0,Stream barrier other than culvert,-124.3493887,43.20398022
79ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2450207,43.20253684
79ts2,Coos,NA,1,60000,0,0,0,0,0,0,0,1,0.024738568,0,0,0.016858856,0,0.022755365,0,0.022720698,0.048648649,0,0.021232092,0,0.021845231,0.036885246,0,0.370488904,,,0.387950802,,40.14722443,,40.81839371,9,,40.48361969,,41.21879578,9,,Tide gate,,1,0,,-124.1385559,43.37402805
7ts2,Coos,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,Non-primary,-124.1586462,43.33352251
7ts5,Umpqua,NA,1,60000,0,0,0,0,0,0,0,1,0,0,0,0,0,0.010850407,0.350825556,0.010655737,0.681081081,0.181818182,0.011341311,0.253588644,0.011009893,0.520491803,0.068965517,,,,0,,19.14334106,0.907055795,19.14334106,126,2,21.62468529,0.952713907,20.77407837,127,2,Tide gate,,1,0,,-124.1026167,43.70593333
8057fs1,Coquille,23ts1,1,75000,1,1,1,1,0,0,0,1,0,0,0.001370178,0.022497207,0,0,0,0,0,0,0,0,0,0,0,,,0.01590709,0.517698806,,,,,,,,,,,,Upstream,Hamdock Creek,0,0,,-124.3314166,43.12883955
80ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2430812,43.20253292
80ts2,Coos,NA,1,60000,0,0,0,0,0,0,0,1,0,0,0,0,0,0.002558684,0.017361112,0.002514072,0.005405405,0,0.003168912,0.019256332,0.003005672,0.020491803,0,,,,0,,4.514278889,0.044886973,4.51660347,1,,6.042222023,0.072344624,5.671269894,5,,Tide gate,,1,0,,-124.1441728,43.37323585
81ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2418744,43.20252816
81ts2,Coos,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,Non-primary,-124.1471544,43.36974625
82ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2367634,43.19994613
82ts2,Coos,NA,1,150000,0,0,0,0,0,0,0,1,0.090718756,0.005743585,0.004106357,0.051948882,0,0.079612998,0,0.079919641,0.048648649,0,0.074135289,0,0.07663831,0.036885246,0,1.358619174,0.041344114,0.04767278,1.195431685,,140.4609833,,143.5779572,9,,141.3551178,,144.605423,9,,Tide gate,,1,0,,-124.1577436,43.36103036
83ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2532517,43.1954246
83ts2,Coos,NA,1,85000,0,0,0,0,0,0,0,1,0.02835801,0,0,0.024517723,0,0.007311346,0,0.007180172,0,0,0.008320653,0.026676238,0,0.008196721,0,0.424694265,,,0.564194306,,12.89938736,,12.89938736,,,15.86514187,0.100220665,,2,,Tide gate,,1,0,,-124.1224182,43.37836831
84ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2531139,43.19531175
84ts2,Coos,NA,1,85000,0,0,0,0,0,0,0,1,0,0,0,0,0,0.036291934,0,0.03577134,0,0,0.041728328,0.028019605,0,0.012295082,0,,,,0,,64.02975464,,64.26425171,,,79.56417084,0.105267599,,3,,Tide gate,,1,0,,-124.0979606,43.3784776
85ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2525584,43.19540932
85ts2,Coos,NA,1,85000,0,0,0,0,0,0,0,1,0,0,1.86E-05,0.017722826,0,0.009113585,0,0.008957865,0.021621622,0,0.010334059,0.003613927,0,0.032786885,0,,,0.000215932,0.40783222,,16.07907104,,16.09306526,4,,19.70413971,0.013577257,,8,,Tide gate,,1,0,,-124.0973968,43.3806262
86ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2493119,43.19538192
86ts2,Coos,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,Non-primary,-124.1228139,43.37847175
87ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2472138,43.19536622
87ts2,Coos,NA,1,85000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001011648,0.030255968,0,0,0,,,,0,,,,,,,1.928927302,0.113669448,,,,Tide gate,,1,0,,-124.0926823,43.37430096
88fs2,Coos,29009fs2,1,150000,0.400000006,0.400000006,0.400000006,0.400000006,0,0,0,1,0,0,0,0.007152765,0,0,0,0,0,0,0,0,0,0,0,,,,0.164597219,,,,,,,,,,,,Upstream,,0,0,,-124.2366743,43.3881071
88ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2453981,43.19524822
88ts2,Coos,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,Non-primary,-124.0766675,43.37423562
8916fs2,Coos,35752fs2,1,300000,1,1,1,1,0,0,0,1,0.134594011,0.169918517,0.200759861,0.175224598,0,0,0,0,0,0,0,0,0,0,0,2.015702282,1.223126313,2.330723156,4.032214511,,,,,,,,,,,,Upstream,,0,0,,-124.1822776,43.32666963
8917fs2,Coos,66ts2,1,300000,1,1,1,1,0,0,0,1,0.068712843,0.143055671,0.088638977,0.053127247,0,0,0,0,0,0,0,0,0,0,0,1.029054965,1.029759196,1.029054887,1.222547862,,,,,,,,,,,,Upstream,,0,0,,-124.255425,43.28564193
8918fs2,Coos,66ts2,1,300000,1,0,1,1,0,0,0,1,0,0,0,0.028708091,0,0,0,0,0,0,0,0,0,0,0,,,,0.660621758,,,,,,,,,,,,Upstream,,0,0,,-124.2588431,43.28042208
89fs2,Coos,29009fs2,1,150000,0.400000006,0.400000006,0.400000006,0.400000006,0,0,0,1,0,0,0,0.022899059,0,0,0,0,0,0,0,0,0,0,0,,,,0.526946093,,,,,,,,,,,,Upstream,,0,0,,-124.2379131,43.38621434
89ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.239499,43.19531944
89ts2,Coos,NA,1,150000,0,0,0,0,0,0,0,1,0,0,0,0,0,0.031320188,0,0.030805468,0,0.090909091,0.043862838,0,0,0,0.034482759,,,,0,,55.25811768,,55.3429184,,1,83.63407898,,,,1,Tide gate,,1,0,,-124.0845343,43.3742202
8ts2,Coos,NA,1,60000,0,0,0,0,0,0,0,1,0,0,0,0,0,0.016552438,0.033781352,0.018566404,0.005405405,0,0.015478703,0.024431879,0.017998539,0.012295082,0,,,,0,,29.20341873,0.087341331,33.35508347,1,,29.51352692,0.091788776,33.96064377,3,,Tide gate,,1,0,,-124.1604287,43.34002205
8ts5,Umpqua,NA,1,60000,0,0,0,0,0,0,0,1,0,0,0,0,0,0.002341922,0.044310095,0.002299905,0,0,0.012889339,0.115750089,0.006286822,0.008196721,0.206896552,,,,0,,4.131845951,0.114563286,4.131845951,,,24.57633972,0.434864581,11.86232567,2,6,Tide gate,,1,0,,-124.1025156,43.70624331
900ts1,Coquille,NA,1,390000,0,0,0,0,0,0,0,1,0,0,0,0.044919665,0,0.044789229,0,0.049184525,0,0,0.041581524,0.001826025,0.048450359,0.004098361,0,,,,1.033677498,,79.02150726,,88.36142731,,,79.28425598,0.006860242,91.41883087,1,,Tide gate,Herman Ranch,1,0,,-124.3621302,43.15825058
9040fs1,Coquille,3703fs1,1,75000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Upstream,Gray Creek,0,0,,-124.1569279,43.11189678
90fs2,Coos,29010fs2,1,300000,1,1,1,1,0,0,0,1,0,0,0,0.016520173,0,0,0,0,0,0,0,0,0,0,0,,,,0.380157129,,,,,,,,,,,,Upstream,,0,0,,-124.2403121,43.38542553
90ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,,-124.2389428,43.19518728
90ts2,Coos,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,Non-primary,-124.0901278,43.37416177
91ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,,-124.2352559,43.19519443
91ts2,Coos,NA,1,60000,0,0,0,0,0,0,0,1,0,0,0,0,0,0.031070076,0,0.030743521,0,0.090909091,0.030187935,0,0,0,0.034482759,,,,0,,54.81684494,,55.23162842,,1,57.55989075,,,,1,Tide gate,,1,0,,-124.0919632,43.37785023
